problem,precision,strategy,log10s,p25_regret,median_regret,p75_regret,chol_frac,fitfail_frac,mean_median_offdiag,mean_frac_underflow,mean_ls_scaled,mean_ls_unscaled
Ackley6,float64,UCB,0.0,9.052153226692473,12.233513926225886,14.686763168453865,0.0,0.0,0.012717179238318154,0.0531899620157977,0.3304347803326121,0.260077108899006
Ackley6,float64,UCB,1.0,12.885333537097683,17.584503340181485,19.134858574216686,0.0,0.0,0.004340271704519343,0.4959139779675752,1.3273763225575572,0.414514567030287
Ackley6,float64,UCB,2.0,19.185517976983725,19.540676020312688,19.884554234016356,0.0,0.0,0.0,0.9949820836385092,0.49911408217238135,0.5008734419035844
Ackley6,float64,UCB,3.0,18.76214262737742,19.586149342891087,20.001198069643525,0.0,0.0,0.0,0.9978494644165039,0.5016229154316029,0.5016229154808272
Ackley6,float64,UCB,4.0,17.803558416104337,18.93062509852087,19.59056935273567,0.0,0.0,0.0,0.9978494644165039,0.5016229142963441,0.5016229154735617
Ackley6,float64,UCB,5.0,18.299060540555182,19.214750363024812,19.664066884140478,0.0,0.06666666666666667,0.0,0.9981362024943033,0.5017572402097424,0.502059756227872
Ackley6,float64,Random,0.0,18.56761464424538,19.84224724386703,20.157728195898606,0.0,0.0,nan,nan,nan,nan
Ackley6,float64,Random,1.0,18.56761464424538,19.84224724386703,20.157728195898606,0.0,0.0,nan,nan,nan,nan
Ackley6,float64,Random,2.0,18.56761464424538,19.84224724386703,20.157728195898606,0.0,0.0,nan,nan,nan,nan
Ackley6,float64,Random,3.0,18.56761464424538,19.84224724386703,20.157728195898606,0.0,0.0,nan,nan,nan,nan
Ackley6,float64,Random,4.0,18.56761464424538,19.84224724386703,20.157728195898606,0.0,0.0,nan,nan,nan,nan
Ackley6,float64,Random,5.0,18.56761464424538,19.84224724386703,20.157728195898606,0.0,0.0,nan,nan,nan,nan
Ackley6,float32,UCB,0.0,11.335029240409293,13.267052497577577,15.315348293085812,0.0,0.0,0.016801939457218397,0.07684587851787607,0.3501019821812709,0.32236693501472474
Ackley6,float32,UCB,1.0,10.274886287171196,17.280363205477432,19.326323372334,0.0,0.0,0.0037553865378756415,0.46279570053641994,1.4218544244766236,7.591755106051763
Ackley6,float32,UCB,2.0,18.637138866888566,19.689332594269974,19.860947109826675,0.0,0.0,3.0897696939386e-42,0.9856630881627401,4.78890821536382,1.463081423441569
Ackley6,float32,UCB,3.0,18.637138866888566,19.306181941510744,19.798557780362216,0.0,0.0,0.0,0.9979928334554037,0.5065537472565969,0.5016229112943014
Ackley6,float32,UCB,4.0,19.185516551374754,19.689332594269974,20.09027229095848,0.0,0.0,0.0,0.9981362024943033,2.315658636887868,8.221330293019612
Ackley6,float32,UCB,5.0,18.637138866888566,19.5974773955907,20.057822841416435,0.0,0.0,0.0,0.9985663096110026,2.515145953496297,6.111571184794108
Ackley6,float32,Random,0.0,18.56761464424538,19.84224724386703,20.157728195898606,0.0,0.0,nan,nan,nan,nan
Ackley6,float32,Random,1.0,18.567616746553274,19.84224724386703,20.157728195898606,0.0,0.0,nan,nan,nan,nan
Ackley6,float32,Random,2.0,18.56761620510162,19.84224724386703,20.157728195898606,0.0,0.0,nan,nan,nan,nan
Ackley6,float32,Random,3.0,18.56761464424538,19.84224724386703,20.157728195898606,0.0,0.0,nan,nan,nan,nan
Ackley6,float32,Random,4.0,18.56761464424538,19.84224724386703,20.157728826329855,0.0,0.0,nan,nan,nan,nan
Ackley6,float32,Random,5.0,18.56761464424538,19.842248136929285,20.157729588752673,0.0,0.0,nan,nan,nan,nan
